risk_score,age,horizon_years,goal_encoded,monthly_sip,income_category,fund_category
2.2,40,19,1,10927,0,1
8.3,22,25,3,39550,2,4
6.7,35,6,3,22604,1,5
3.6,36,10,0,31649,2,2
7.3,45,3,1,25387,1,6
4.5,54,23,2,8311,1,6
2.4,35,27,3,12405,1,5
5.3,32,29,2,36577,1,2
8.4,55,26,0,12297,0,4
6.9,60,5,1,9067,0,2
3.8,32,12,0,13341,0,2
9.1,55,26,1,14508,0,5
3.5,32,20,0,12964,0,1
6.1,18,14,0,6385,2,6
5.4,23,20,3,22247,2,5
1.4,23,18,3,34811,2,5
8.3,19,19,3,45633,0,4
8.3,25,10,2,46453,1,4
5.5,35,5,3,7574,1,5
8.2,28,25,3,11882,2,4
4.7,62,18,1,13005,2,6
3.2,40,29,0,40770,2,1
4.4,52,23,0,46632,0,1
7.9,56,6,3,41255,0,2
7.3,22,21,2,32048,1,6
1.7,23,16,2,38288,2,1
4.7,51,21,2,23598,1,2
6.3,47,6,2,44942,1,2
2.6,56,19,2,45769,2,1
5.7,40,14,2,26133,2,6
9.3,25,30,1,22363,2,5
9.2,64,10,0,33464,2,1
4.2,25,27,0,11536,2,6
1.9,49,14,3,48775,1,6
8.7,24,7,0,38702,1,6
9.6,22,17,2,27055,2,6
6.3,54,13,0,41284,2,1
4.6,55,7,1,17980,0,2
3.9,24,22,0,2225,1,6
7.9,59,24,0,18262,2,1
5.5,65,18,2,23818,2,2
3.5,65,16,2,42342,2,1
4.0,64,20,1,6096,1,6
9.9,61,26,0,21902,0,1
5.3,25,2,2,36747,1,0
2.8,34,11,2,33211,0,1
3.8,62,1,0,43095,0,1
2.5,49,9,2,6776,0,1
3.3,21,18,0,29548,1,1
2.7,64,6,1,12217,2,1
4.0,36,20,1,43282,0,2
7.1,24,15,3,9045,1,4
4.1,31,30,2,40355,1,2
5.0,47,24,3,23476,1,6
1.2,40,5,0,41316,1,1
1.5,41,21,1,22919,1,6
8.6,48,27,1,47118,2,5
5.2,65,20,0,26511,1,1
3.2,43,29,2,37267,0,1
3.8,22,5,3,12824,1,2
6.0,65,6,2,27222,0,2
10.0,42,30,3,18139,0,7
1.4,53,1,1,7898,0,0
4.3,49,24,1,44451,1,6
9.3,36,26,1,27101,1,5
2.7,27,28,3,34753,1,5
6.0,31,12,0,48928,2,2
5.5,49,13,0,22031,1,1
7.0,47,5,3,3321,2,6
6.4,56,19,0,13160,1,1
2.2,54,23,3,22810,0,1
5.4,20,1,0,8278,0,2
6.6,31,12,2,27196,2,4
6.0,54,8,2,27283,0,2
7.3,35,22,0,8474,0,4
1.1,34,6,3,9724,2,5
4.8,57,6,1,21221,0,2
7.9,34,21,2,14377,2,4
1.5,54,17,2,26204,2,6
8.2,48,18,1,19546,1,6
2.8,23,4,1,39271,2,1
1.8,57,20,1,46559,0,1
4.8,38,6,1,42756,1,6
1.5,65,26,3,4794,0,1
7.6,29,17,0,8799,2,4
8.4,44,7,1,29343,2,4
7.3,56,7,3,28774,1,4
7.4,37,9,0,47215,2,4
3.5,30,23,3,9092,2,5
3.0,56,14,1,3593,0,1
8.5,55,11,0,25038,2,1
3.8,61,19,1,40931,2,2
4.8,28,2,0,46517,1,6
8.6,47,26,1,20902,1,5
7.9,60,13,3,803,0,4
8.1,36,20,3,4775,1,4
3.3,56,16,2,17686,2,1
5.7,35,4,3,14779,2,5
5.6,54,3,3,27854,1,6
8.7,24,3,1,17059,1,4
3.8,26,27,0,39198,0,4
8.4,30,28,3,36967,1,4
5.2,29,12,0,31950,1,6
9.4,60,6,0,4191,1,6
8.3,65,30,1,14186,2,4
3.3,51,1,1,47023,1,1
4.4,53,23,3,20701,1,2
5.0,61,1,3,18710,2,6
3.5,30,17,3,42427,2,5
5.6,63,30,0,3980,2,1
8.6,25,20,2,16111,2,5
6.6,42,27,1,12514,2,4
7.9,48,28,0,6325,0,1
5.4,23,5,0,24490,0,2
3.2,58,26,1,30266,0,1
6.9,45,26,2,40827,0,4
8.0,53,16,1,5821,0,4
1.6,44,12,0,8700,0,1
6.5,22,14,0,45266,0,2
3.9,22,29,2,44492,0,2
6.3,27,21,0,48633,1,2
3.8,57,4,2,23909,2,2
4.1,43,7,2,8918,2,2
2.4,25,27,1,5130,0,1
2.8,64,8,2,25816,0,1
9.8,20,30,0,31985,1,5
2.3,34,23,2,29594,0,1
8.2,27,28,1,18374,1,4
7.5,51,22,2,13332,1,4
2.7,41,30,1,7991,2,1
4.6,31,17,0,35278,1,6
8.8,29,27,2,14964,2,5
6.3,34,6,2,36297,0,2
4.4,30,4,0,37509,2,2
4.1,63,13,1,21043,1,6
8.2,42,6,1,25132,0,2
5.0,40,2,0,37496,2,2
3.9,65,17,3,40055,0,2
4.8,62,16,2,33344,2,6
9.1,30,10,0,42421,2,5
1.4,53,21,2,3397,1,1
5.6,50,7,3,42674,2,2
4.1,47,28,1,41994,0,2
4.5,65,12,2,33393,1,6
8.2,23,25,3,32182,0,4
7.0,42,19,1,36051,0,4
6.3,46,2,2,3605,0,5
6.7,31,23,0,21561,2,4
7.5,33,26,1,10644,1,4
3.8,56,28,3,46063,1,2
4.5,20,25,3,46636,0,4
6.4,40,18,0,49287,1,6
9.6,49,25,1,20826,1,5
8.9,34,9,0,10144,2,6
1.7,50,18,1,24745,0,1
1.1,43,27,0,8801,2,6
2.8,27,25,1,8559,0,1
5.6,58,20,0,28395,0,1
2.6,38,30,0,39949,2,1
5.7,53,21,1,41008,0,2
5.2,26,2,1,38407,2,5
5.7,61,17,2,26506,1,2
7.6,60,26,2,32021,1,4
9.1,27,29,0,9733,0,5
5.3,28,24,0,6573,2,6
3.6,61,27,1,30823,0,2
1.8,32,12,1,15807,1,6
9.3,23,29,0,6525,1,5
6.7,52,23,1,35255,0,4
9.2,20,27,2,6230,2,5
2.8,53,23,2,41339,0,1
4.6,53,10,2,30317,2,2
7.1,37,18,1,27711,0,4
9.6,36,24,1,43659,2,5
8.0,61,4,0,40329,1,1
3.8,19,4,1,43394,0,2
5.3,19,21,2,14116,1,2
5.9,51,10,0,28724,2,1
7.5,50,25,3,15492,2,6
7.7,29,3,0,37765,0,2
2.0,36,12,0,11443,2,6
2.2,52,7,1,47518,1,1
5.7,35,24,2,35440,0,2
6.7,48,10,2,33304,0,4
5.9,26,20,2,25506,2,2
8.9,48,14,1,42739,0,5
3.9,19,9,2,36359,0,2
3.9,33,18,3,3132,0,2
5.3,62,28,1,5267,0,2
8.7,18,25,0,3677,0,5
9.3,65,22,1,27159,1,5
9.0,49,1,1,28789,2,4
2.8,37,18,1,8567,1,6
2.5,65,23,2,41724,1,6
4.5,63,16,3,49317,2,2
4.8,60,17,0,11635,2,1
1.6,53,17,3,18547,2,1
3.5,65,13,0,20428,2,1
5.0,29,26,0,39534,1,6
7.6,65,5,2,7776,2,2
7.6,40,4,2,25542,1,2
2.7,55,25,3,10049,2,1
6.3,21,4,1,23086,2,2
2.7,52,11,2,19089,0,1
8.6,23,30,2,19367,1,5
5.7,53,22,3,40380,1,2
6.8,65,23,0,21775,2,1
4.1,32,15,2,20700,2,6
4.6,29,4,0,38435,2,3
6.5,33,13,1,37459,1,6
1.7,27,4,0,17612,0,3
6.9,33,28,2,47609,0,4
8.7,37,14,3,25662,1,5
6.0,33,27,2,25051,0,2
1.2,53,17,2,30947,0,1
5.4,43,4,1,7465,2,2
1.5,50,21,2,39670,0,1
6.8,64,20,1,17644,1,4
7.4,52,13,0,32260,2,1
3.0,62,17,0,21922,1,1
8.5,45,10,3,36756,1,4
7.0,21,30,3,5092,0,4
7.0,41,28,0,7134,0,4
6.7,43,15,2,36156,2,4
5.3,28,25,0,30664,0,2
4.0,59,15,0,19749,1,1
3.6,26,17,3,24764,1,4
3.8,62,16,0,23052,2,1
2.2,39,26,2,49657,1,6
3.1,53,23,3,24436,0,1
9.2,29,13,2,40606,1,7
1.4,64,25,3,22791,1,1
3.3,57,19,1,4034,1,1
4.8,44,3,2,37779,0,2
9.8,52,18,0,43710,0,1
7.0,53,17,1,20035,0,4
5.9,31,29,0,8176,0,2
9.9,56,6,0,23463,0,1
3.3,24,7,3,24621,0,5
6.4,31,11,3,30054,1,4
2.3,59,6,2,35808,1,1
7.6,47,4,3,733,2,2
9.0,50,24,2,29457,0,5
7.1,63,10,3,17467,2,4
7.8,44,17,2,19388,2,4
8.9,39,6,3,40075,1,4
1.8,34,16,0,20296,0,3
4.8,60,3,3,46521,2,6
9.6,37,12,3,3406,1,5
3.5,46,6,3,34517,0,1
5.4,45,14,3,8704,1,6
2.2,43,4,2,34600,2,6
6.2,22,18,1,25341,2,6
9.6,33,22,2,31669,2,7
3.9,42,20,0,3216,1,6
7.2,43,15,0,40598,0,4
9.2,35,10,1,49651,2,5
3.9,57,1,0,28020,2,1
9.7,22,23,2,9420,1,5
9.0,62,13,0,8400,2,1
6.7,29,14,3,5035,1,4
9.4,24,29,0,13453,0,5
1.2,37,2,1,798,0,0
7.8,42,18,1,41370,1,4
7.4,20,7,2,46956,2,4
6.6,21,24,0,19419,0,4
8.1,49,5,3,17616,1,6
6.8,62,8,2,5736,1,4
2.9,42,28,1,25776,0,1
7.6,54,11,1,31643,0,4
2.2,28,1,2,13923,1,0
5.7,51,27,3,23351,1,2
7.0,38,16,3,40286,1,6
1.6,50,2,0,33625,2,1
2.1,52,2,0,6543,2,1
2.7,26,26,3,41511,0,5
6.0,63,22,3,47925,1,4
4.9,34,15,2,6094,0,2
7.0,49,14,2,31325,0,4
1.2,62,8,0,44828,2,1
8.5,50,1,3,27076,1,2
1.2,18,10,3,19512,2,6
3.8,26,9,3,10775,1,5
9.2,25,9,1,14346,1,6
6.0,54,27,1,4044,1,2
8.1,18,11,0,34936,1,4
3.1,57,15,2,5626,2,1
6.5,35,14,3,44421,0,4
7.9,58,10,3,37001,2,4
4.5,21,19,2,39739,1,2
1.1,50,8,2,31365,1,1
4.9,19,29,1,19260,2,6
1.2,44,25,1,22678,0,1
5.8,41,30,0,32356,2,6
9.0,22,18,1,25069,0,5
9.2,43,22,1,20340,0,5
2.0,55,10,1,38513,0,1
1.7,21,30,0,29730,1,6
4.9,63,14,3,48932,1,6
5.5,41,30,2,13600,2,4
6.3,61,22,1,30590,0,2
2.2,25,7,3,45752,2,5
4.2,41,27,1,49061,2,6
7.4,22,30,0,28779,2,4
6.7,48,22,2,34290,1,4
4.5,62,14,3,12428,1,2
4.9,30,26,3,19836,1,4
4.6,22,29,1,3175,0,2
2.3,28,16,2,20343,0,1
1.5,46,6,1,13069,0,1
1.3,51,18,2,43233,1,6
7.5,30,20,3,17007,1,4
3.8,49,9,0,46806,2,1
3.7,43,13,2,32182,2,2
3.1,52,3,0,2308,1,1
3.9,21,16,1,29145,2,2
9.2,20,2,2,1291,1,4
9.7,43,26,2,15918,1,5
8.2,55,13,3,40979,1,6
2.4,55,23,3,2581,0,1
9.9,65,22,2,48036,1,7
7.9,44,25,0,20317,1,6
7.1,47,25,1,4088,1,4
6.6,23,26,1,32508,1,4
8.7,38,12,2,30666,1,5
8.8,57,18,3,22862,0,5
5.7,26,27,2,47464,1,6
3.6,57,4,2,2935,0,3
1.8,32,7,0,7786,1,6
9.9,58,30,0,3461,1,5
3.9,34,9,1,23000,2,3
6.7,19,26,0,42028,0,4
7.7,48,2,1,30411,2,2
2.4,48,2,1,43962,0,0
1.2,25,29,3,23857,0,5
9.6,65,26,1,34548,0,5
9.6,22,17,1,11452,1,5
3.6,30,3,2,18710,2,6
1.0,41,4,0,39776,1,6
4.1,57,26,3,48038,0,2
3.5,42,27,2,15302,2,1
1.1,45,6,1,26928,0,1
2.1,65,3,2,7483,2,0
2.3,35,20,0,25114,2,1
6.1,61,5,0,25097,2,3
8.2,64,4,2,13639,2,6
2.2,36,12,3,48675,0,1
1.8,28,20,2,32489,1,6
9.7,22,28,0,49367,0,5
10.0,26,8,1,9701,1,6
6.1,47,25,3,4436,2,2
7.1,53,15,0,7742,1,4
8.2,39,21,0,24442,0,4
1.1,18,5,1,36304,2,6
5.9,48,17,2,41567,2,6
2.0,53,3,2,3348,1,0
7.3,42,7,0,34505,0,4
6.8,58,19,0,14635,1,1
4.7,61,8,2,22581,2,3
6.2,39,6,1,4851,0,2
6.1,42,21,1,43837,2,2
4.4,33,26,3,6353,2,4
7.1,65,3,3,13798,1,2
4.0,24,25,0,829,0,2
3.4,20,6,0,26633,2,6
8.2,18,22,2,30090,0,4
2.5,18,18,3,15906,0,5
7.6,56,30,3,24067,1,4
1.3,26,5,0,2819,0,1
7.4,30,25,1,43352,1,4
3.1,30,8,1,8734,0,1
3.6,40,8,0,15272,1,2
2.3,38,2,0,48054,2,0
2.4,39,14,2,31001,2,6
8.1,57,2,1,29480,0,2
5.1,43,13,3,34982,2,2
7.8,39,12,1,4981,0,4
3.4,38,15,2,16238,2,6
9.3,28,8,2,41964,1,4
5.3,29,8,2,28240,0,2
2.2,18,15,0,7135,1,6
8.3,58,1,1,48106,2,2
7.0,63,20,3,18626,2,4
8.0,59,19,3,49309,0,4
7.8,21,25,0,36794,2,4
9.4,62,19,0,28750,1,1
9.6,30,21,2,27950,1,5
4.3,25,1,1,40352,2,4
4.7,20,29,1,36328,1,6
9.3,27,21,0,6230,2,5
9.8,45,4,0,3400,2,6
4.4,46,9,3,24376,0,2
2.2,39,21,1,35840,2,6
3.4,47,11,1,44308,1,6
8.2,52,27,3,36521,1,4
8.4,31,26,1,29155,1,4
6.3,37,5,0,4029,0,2
3.3,21,12,2,12379,2,6
2.5,24,18,1,48474,0,1
2.0,25,10,3,30242,2,5
6.8,56,25,2,37449,1,4
2.3,18,3,1,30860,1,6
6.8,60,5,3,39190,1,6
3.8,21,7,3,8032,1,2
7.0,65,18,2,32202,1,4
6.5,28,16,3,41335,0,2
8.7,39,16,1,3974,0,5
2.2,29,21,0,37381,0,1
8.8,64,18,0,21101,1,1
5.6,41,1,1,2216,1,5
2.9,23,2,2,45351,2,0
2.2,30,22,1,17735,1,6
4.0,21,9,2,25031,2,6
2.6,24,13,2,49560,1,1
5.3,51,11,3,24996,0,2
9.9,53,28,1,18659,0,5
2.3,52,18,0,4172,0,1
1.4,24,12,2,35632,1,1
9.2,41,18,3,44514,0,5
1.8,38,11,0,44084,1,1
2.2,52,9,3,37857,2,1
8.5,61,20,3,41820,2,4
2.7,43,21,2,44607,2,3
8.6,29,24,0,23592,0,5
2.4,29,7,0,32643,2,1
4.4,54,19,0,42771,2,1
7.6,44,29,3,30868,0,4
2.1,29,26,0,27898,1,1
9.1,63,18,3,17652,0,5
3.1,26,26,2,4071,2,1
8.3,53,12,3,34256,2,4
1.5,52,24,0,21209,0,1
4.0,25,11,0,14917,1,6
3.1,58,14,3,18057,2,6
3.0,20,21,3,43178,1,5
3.4,43,30,0,33424,2,6
6.3,61,3,0,20641,0,1
4.2,48,3,2,17261,1,6
8.9,58,19,1,32523,1,7
3.3,43,12,1,31495,0,1
2.8,23,10,3,26016,2,5
4.3,42,18,0,27900,0,4
9.5,18,18,1,6961,2,5
3.5,49,9,3,20394,0,1
1.5,56,2,2,28192,0,0
6.9,62,15,0,25188,0,4
6.6,47,5,3,8616,2,6
1.2,56,27,2,985,0,1
8.8,48,21,3,39818,1,7
5.5,23,6,1,19703,1,2
2.6,49,24,2,41501,2,6
1.7,30,10,3,39146,1,5
4.6,27,21,0,21526,0,2
5.4,37,12,0,36879,1,6
9.5,34,5,1,37426,2,4
2.1,60,6,2,5855,1,6
8.4,54,23,1,30673,1,6
5.0,23,26,2,39233,0,2
8.7,61,23,2,28186,0,5
9.3,31,15,2,16690,1,5
1.9,43,3,2,10137,1,1
6.5,30,22,3,40301,0,4
2.1,20,30,2,33458,1,1
7.5,41,27,2,41226,1,4
1.5,33,17,2,16160,0,1
9.0,59,4,1,30811,1,6
3.6,28,18,1,48145,2,6
8.7,64,22,3,19228,2,5
3.5,60,28,2,45345,1,1
8.2,51,23,3,44018,2,4
8.3,55,19,3,49785,0,4
3.5,26,20,3,21809,1,5
8.4,51,2,2,18515,0,2
2.5,57,25,0,43783,1,1
9.3,42,19,2,16237,0,7
6.3,63,13,0,9853,2,1
8.8,18,9,0,31978,1,6
2.8,57,19,1,4716,1,6
4.5,45,17,2,48493,1,2
1.3,54,17,3,35109,1,6
4.2,39,15,0,12489,2,6
5.6,26,15,0,35149,2,6
1.7,55,8,2,10059,1,1
9.3,45,23,3,10635,2,5
5.8,64,25,3,25581,1,2
5.2,38,22,1,31211,1,2
8.2,58,5,0,22047,0,1
4.1,21,14,3,10507,2,5
8.4,55,30,1,48421,0,4
9.1,65,30,0,35780,1,1
7.6,39,7,2,4589,2,4
6.6,52,20,2,45548,0,4
7.5,55,18,2,47554,1,4
2.6,21,23,3,11648,1,4
1.7,65,22,1,3988,2,6
1.6,41,11,0,31101,0,1
2.4,65,25,0,30796,0,1
5.0,60,29,0,28239,0,1
3.3,23,15,3,24238,2,4
5.9,57,22,3,22637,1,6
1.7,51,28,2,34712,1,1
2.0,20,13,2,25650,1,6
5.1,63,27,2,17214,1,2
9.4,24,21,0,46976,1,7
3.6,29,17,2,41604,0,2
5.6,25,30,1,30608,0,2
1.8,47,18,1,41611,1,6
3.5,27,18,1,10426,1,1
1.0,53,26,2,41099,1,6
6.4,64,10,0,25402,2,3
6.9,46,10,1,18428,1,4
5.5,52,1,3,27118,0,2
4.6,43,11,2,9259,2,6
3.5,22,30,2,33139,2,1
4.1,25,4,3,49448,0,2
3.1,39,30,2,45068,0,3
5.2,31,6,2,12268,1,2
4.9,52,27,0,31998,1,1
3.8,57,12,0,42253,0,2
7.7,35,2,1,33491,2,2
7.1,62,16,1,42483,1,4
3.4,38,20,3,1182,0,1
3.1,47,1,0,31607,1,1
4.2,41,24,2,22446,1,6
4.9,46,27,1,45956,1,2
6.2,50,3,1,45973,1,6
6.6,63,1,0,26787,0,1
1.3,59,10,1,47917,2,1
7.7,19,9,2,14765,0,4
8.7,34,18,3,25894,0,5
1.4,40,30,2,9503,2,6
6.4,58,11,2,26654,2,6
1.5,59,4,1,32851,2,6
5.2,53,26,0,36496,0,1
1.9,26,4,2,28852,0,3
7.9,49,1,3,38913,0,2
6.1,61,6,0,32509,2,3
6.3,57,24,1,38904,0,2
