age,monthly_income,monthly_savings,savings_rate,horizon_years,risk_appetite_encoded,existing_investments,dependents,income_stability,risk_category
55,68519,10521,0.154,17,1,136553,1,0,1
27,334888,111927,0.334,7,0,533592,0,1,2
36,47734,7628,0.16,28,1,66972,5,1,2
56,462627,209159,0.452,26,1,958233,4,1,1
42,432577,85020,0.197,25,0,538389,0,1,1
43,48647,13221,0.272,26,1,549845,1,0,2
32,267723,34146,0.128,10,2,466804,4,0,2
49,105770,24454,0.231,13,0,903262,4,0,0
43,463444,229381,0.495,27,0,544943,3,1,1
60,268568,123116,0.458,26,0,773547,4,0,0
43,176406,88117,0.5,14,2,657264,5,0,3
45,197972,93180,0.471,17,1,880269,1,1,3
26,379083,207366,0.547,10,1,4428,2,0,3
33,266941,118823,0.445,14,2,833355,4,0,3
36,388025,149921,0.386,17,2,693586,3,1,3
40,26680,7340,0.275,12,0,904705,1,0,0
18,27839,11859,0.426,17,0,180338,1,1,3
20,69620,5425,0.078,14,1,181057,3,1,2
59,255197,44612,0.175,28,0,802275,4,0,0
29,212154,32330,0.152,28,1,572402,2,1,3
56,148885,50181,0.337,7,2,131912,5,1,1
55,241113,76095,0.316,7,1,139779,3,0,0
30,136774,8155,0.06,21,0,977198,2,1,2
57,55357,23390,0.423,23,0,261728,3,1,0
58,291708,16105,0.055,19,1,544344,5,1,1
25,256557,37812,0.147,6,0,343101,4,1,0
53,141314,62201,0.44,22,2,580531,4,1,3
40,185065,39016,0.211,11,1,119714,2,1,2
30,489907,287296,0.586,23,0,605789,0,0,2
25,460633,97379,0.211,12,2,677079,0,1,4
36,241679,65161,0.27,1,0,355416,0,1,0
58,320291,144738,0.452,20,2,296870,1,1,3
48,417036,140394,0.337,28,1,890238,1,1,3
21,307067,120891,0.394,23,1,500443,5,1,3
22,482825,188118,0.39,27,1,204239,3,1,3
47,69253,28818,0.416,28,0,320940,2,1,2
47,27114,12469,0.46,28,0,233720,3,1,1
20,495848,148606,0.3,1,1,497992,4,1,1
36,151098,17108,0.113,22,2,291929,5,1,3
25,476094,180330,0.379,27,1,894211,1,0,3
64,111838,12084,0.108,12,1,284949,2,0,0
58,153968,15362,0.1,25,2,711392,5,1,2
44,36858,17168,0.466,29,0,636781,4,0,0
38,203168,27016,0.133,3,0,935254,5,1,0
45,180493,47089,0.261,23,2,202174,5,0,3
63,472305,272868,0.578,28,0,70886,1,1,1
27,108591,30166,0.278,13,1,208997,3,1,2
24,440438,77279,0.175,29,0,14698,4,1,1
40,92777,35854,0.386,12,0,243549,1,1,1
59,127644,52141,0.408,13,1,264297,3,1,1
46,121347,65357,0.539,18,0,902289,4,1,1
26,431490,95123,0.22,20,0,801535,5,0,1
53,351236,176144,0.501,7,1,802325,2,0,1
64,232055,24854,0.107,29,0,339726,2,1,0
38,237903,85391,0.359,6,2,706677,3,0,1
62,389813,84380,0.216,6,2,772703,5,1,1
58,364725,125124,0.343,12,1,360835,2,0,0
29,211008,70526,0.334,21,0,505830,1,1,2
27,193895,74555,0.385,15,0,47418,0,0,1
52,46742,18682,0.4,29,0,269762,4,0,0
28,349266,13056,0.037,23,2,715706,0,1,4
59,30906,16848,0.545,3,2,915592,1,1,2
18,137658,81862,0.595,26,2,394021,4,0,4
41,448599,20040,0.045,4,2,620684,5,1,2
28,391902,82510,0.211,3,2,442416,2,1,3
57,343055,97206,0.283,3,1,676055,5,0,0
48,474701,35508,0.075,14,0,507787,2,0,0
55,323610,91132,0.282,15,1,826671,0,1,2
33,87799,30002,0.342,7,2,690939,3,1,3
55,427423,248330,0.581,1,2,697143,3,1,1
40,289262,68884,0.238,14,1,212109,4,1,1
39,324667,39028,0.12,4,1,357,4,1,1
19,499091,6593,0.013,27,1,783837,1,1,3
46,429466,134459,0.313,26,1,170460,3,1,2
23,222576,91789,0.412,22,1,728543,3,1,3
58,203102,42909,0.211,28,2,127210,4,0,1
62,31850,5984,0.188,19,0,597011,0,1,0
47,58481,25071,0.429,13,2,240514,5,1,3
59,482434,64351,0.133,10,1,705563,0,1,1
34,431973,51588,0.119,11,2,350532,3,1,3
50,67501,19538,0.289,14,0,528057,2,1,0
24,350023,204994,0.586,28,2,847529,3,1,4
60,381470,226633,0.594,24,1,503034,0,1,2
62,464876,135037,0.29,22,1,646399,4,1,1
50,419984,195286,0.465,29,1,204234,4,0,1
58,312370,54985,0.176,16,0,488371,3,1,0
44,23485,9288,0.395,3,2,879728,2,1,2
57,404948,199251,0.492,11,1,481595,4,0,0
28,329001,54744,0.166,28,1,223852,3,0,2
22,428872,154877,0.361,24,2,121704,5,1,4
55,146566,66426,0.453,8,0,613904,1,1,0
56,51313,23557,0.459,6,0,892222,5,0,0
56,159583,91527,0.574,9,0,895481,0,0,0
46,64638,33354,0.516,18,1,204106,4,0,2
52,299180,50040,0.167,5,2,796753,0,1,2
35,90637,9247,0.102,11,0,490526,1,0,0
45,241958,140713,0.582,24,0,377481,0,1,2
64,54842,27421,0.5,23,2,308067,0,1,3
39,25618,6350,0.248,6,0,319227,5,1,0
23,305851,158233,0.517,27,0,793978,3,1,2
33,189987,15017,0.079,23,0,400880,1,1,2
37,345734,14390,0.042,18,0,386795,1,1,1
24,37621,16167,0.43,14,0,340920,2,0,1
44,290142,119619,0.412,29,0,117974,5,1,1
44,190027,89195,0.469,30,0,219866,0,1,2
57,135154,8950,0.066,18,2,487720,0,0,2
31,257012,112369,0.437,14,1,37358,4,1,3
23,289675,18825,0.065,29,0,333411,0,1,2
29,221460,86950,0.393,12,1,389031,2,1,3
24,131277,51691,0.394,1,2,857479,4,0,1
24,444530,213222,0.48,4,2,681595,4,0,3
23,290283,145657,0.502,12,1,529922,1,1,4
21,95038,9713,0.102,6,0,782469,3,1,1
25,62293,16909,0.271,29,2,671213,1,0,4
59,363667,42185,0.116,20,0,718218,4,1,0
52,269309,51415,0.191,15,2,356900,2,1,3
65,416028,244149,0.587,18,2,166190,1,1,4
28,363667,136996,0.377,27,1,102833,1,1,4
40,105509,51410,0.487,28,2,809842,2,1,4
47,38444,7613,0.198,8,0,350762,2,1,1
29,416220,68789,0.165,11,2,588372,0,1,4
27,401826,47956,0.119,28,2,878033,2,0,4
56,353304,91078,0.258,4,2,926537,4,1,1
18,151012,60244,0.399,13,2,982288,2,0,3
60,339904,199068,0.586,3,2,751391,3,0,0
20,167558,81085,0.484,26,0,28788,2,0,2
29,467248,229916,0.492,3,0,326187,5,1,0
47,196863,93853,0.477,26,1,686861,1,1,3
30,86686,19301,0.223,19,1,544808,1,1,3
48,89451,19734,0.221,22,0,229292,5,1,1
34,81737,39960,0.489,16,0,105687,1,1,2
60,139002,69422,0.499,17,0,766322,5,1,0
47,116440,67752,0.582,7,1,144344,4,0,1
41,321557,61822,0.192,10,2,973900,5,0,2
52,68068,39089,0.574,5,2,517062,5,1,2
32,402468,42988,0.107,4,1,838611,4,1,2
39,115847,13552,0.117,12,1,312147,3,1,1
21,31739,9918,0.312,3,0,164166,0,0,0
46,396226,56116,0.142,10,1,957291,1,1,2
46,298771,78474,0.263,29,0,720065,5,1,0
60,75696,11711,0.155,10,1,978768,3,0,0
55,207216,45830,0.221,26,1,546034,1,1,2
55,360525,180710,0.501,7,1,236177,4,1,1
22,217247,63918,0.294,29,0,880813,0,1,2
56,225327,41027,0.182,28,1,763423,2,1,2
44,290873,28938,0.099,26,2,336064,2,0,3
28,68853,35190,0.511,9,0,429738,1,0,1
48,485493,137909,0.284,4,1,581252,5,1,1
25,69427,11859,0.171,4,0,872933,2,0,1
56,258456,131905,0.51,15,0,60254,0,0,0
35,230144,67438,0.293,14,1,386112,4,0,1
54,104548,45077,0.431,14,1,592580,2,0,1
24,57853,10646,0.184,30,1,174999,2,1,4
37,373837,119045,0.318,5,0,823343,2,0,0
39,331717,120298,0.363,30,0,229506,5,1,1
58,456610,205337,0.45,16,0,328704,4,0,0
38,291016,56764,0.195,13,0,166033,2,1,1
23,352335,186446,0.529,7,2,841307,2,1,4
65,331806,93082,0.281,15,2,743982,0,1,3
37,321284,114865,0.358,13,2,633163,0,0,3
28,408790,126430,0.309,15,2,252660,1,1,4
30,46611,10523,0.226,2,1,640753,3,1,1
51,221059,86597,0.392,16,2,543252,0,1,3
50,483541,144674,0.299,20,0,502571,5,1,0
35,338169,87192,0.258,11,0,166455,4,1,0
34,82244,12701,0.154,8,2,255842,3,1,3
42,412158,182961,0.444,15,0,264631,5,0,0
30,225107,76667,0.341,1,2,876952,1,0,2
64,238633,137309,0.575,16,1,130257,4,1,1
40,179322,84478,0.471,12,1,78305,0,0,2
53,72378,21201,0.293,10,0,209866,0,1,0
46,79405,8410,0.106,25,0,47497,3,1,0
47,472391,139979,0.296,17,1,353010,3,1,2
45,461307,59501,0.129,8,0,91822,3,1,0
55,401300,38385,0.096,10,0,5639,2,1,0
18,309118,181445,0.587,15,2,47612,1,1,4
21,168016,19974,0.119,9,1,493888,0,1,3
43,240890,81773,0.339,29,0,556059,2,1,1
49,354036,156141,0.441,2,1,938287,2,0,1
57,87821,13862,0.158,1,2,689377,2,1,1
40,473604,81204,0.171,27,0,664452,2,1,1
52,431333,169330,0.393,23,1,583385,2,1,2
22,139471,13102,0.094,19,0,164435,2,0,1
44,200956,70670,0.352,28,1,428610,4,0,1
44,327957,107816,0.329,15,0,116331,0,1,1
54,370832,80127,0.216,15,2,300608,3,1,2
18,103702,52133,0.503,7,1,25180,2,0,3
52,159994,67782,0.424,11,0,428062,1,1,0
39,208551,80704,0.387,18,1,297310,0,0,2
32,79805,10363,0.13,25,1,264278,4,0,1
36,247751,12249,0.049,5,0,936422,4,1,0
34,138915,71982,0.518,24,1,391973,5,1,3
28,494229,167022,0.338,3,1,150672,2,1,2
64,261626,53176,0.203,11,0,792187,4,1,0
28,82968,25857,0.312,9,2,551928,3,0,3
53,224621,40812,0.182,17,2,850315,1,0,2
27,349569,160132,0.458,12,1,528006,0,1,3
37,316542,26444,0.084,20,2,386217,2,1,4
27,372622,207857,0.558,26,1,877501,3,1,3
31,201793,7256,0.036,6,2,577543,0,1,4
63,164855,65632,0.398,3,1,389306,1,1,0
64,376965,110339,0.293,3,1,477361,0,1,0
25,292882,10041,0.034,15,2,187437,2,0,4
32,283090,41798,0.148,8,1,770840,0,1,3
63,84124,41171,0.489,15,2,197556,1,1,4
22,362305,28753,0.079,27,2,240899,3,1,4
57,101107,48162,0.476,7,2,395414,3,1,2
51,389340,80947,0.208,19,0,507034,3,1,0
23,207231,38183,0.184,9,1,813973,1,0,2
45,451041,235996,0.523,25,2,171833,0,0,4
43,73445,21463,0.292,1,0,331988,2,1,0
41,461476,176954,0.383,6,2,143260,5,0,2
35,422507,181050,0.429,23,0,384315,4,1,1
35,314013,39411,0.126,30,2,912997,3,1,4
44,165172,47467,0.287,11,2,99420,4,0,2
40,197086,24640,0.125,25,0,19560,4,1,0
18,367409,164609,0.448,21,0,379765,5,1,2
34,361865,153283,0.424,9,2,541516,3,0,3
47,150942,74066,0.491,30,0,96966,3,1,1
52,43241,12296,0.284,14,0,805060,3,1,0
44,69348,10226,0.147,13,0,972388,5,1,0
32,38422,11470,0.299,6,2,518571,1,1,4
60,41996,12210,0.291,9,1,959482,4,0,0
44,183403,49380,0.269,16,2,361904,3,0,3
58,211116,81509,0.386,26,1,414082,3,1,1
32,47712,10694,0.224,18,2,871431,2,1,4
40,430423,193100,0.449,30,1,301998,2,1,3
33,43084,16930,0.393,29,1,540902,4,1,3
61,191372,29476,0.154,13,1,580718,1,1,1
32,116467,10615,0.091,26,1,349570,3,0,1
56,253717,14831,0.058,9,0,301366,5,1,0
41,214418,56056,0.261,22,1,410412,2,1,3
49,229639,33008,0.144,13,0,480607,3,1,0
54,443538,113756,0.256,18,2,702490,2,0,2
55,258046,142818,0.553,28,2,862185,4,0,2
22,141747,32492,0.229,17,1,415235,4,1,3
39,271006,15381,0.057,4,2,321197,4,0,1
47,283691,60859,0.215,26,0,492033,0,1,1
51,414687,62155,0.15,18,1,662804,1,0,1
42,35729,5976,0.167,19,1,95245,4,1,2
63,457683,269673,0.589,14,2,637333,4,1,2
33,124703,27949,0.224,18,2,383937,4,1,4
58,400420,221108,0.552,14,0,88744,5,1,0
37,125635,33927,0.27,2,2,140035,1,1,2
63,236577,16020,0.068,6,1,931856,2,1,1
60,98661,42491,0.431,3,1,566520,5,1,0
64,245314,141153,0.575,23,1,117266,0,1,2
49,439592,229636,0.522,29,2,395025,1,1,4
36,417628,81420,0.195,9,1,232172,4,1,1
32,288889,104859,0.363,11,0,601588,5,1,1
38,78314,5746,0.073,9,2,734948,0,1,4
43,205545,14210,0.069,8,2,28687,4,1,3
47,193574,19219,0.099,24,2,842602,5,1,3
56,84147,43297,0.515,17,0,499175,1,1,1
27,437819,92298,0.211,13,2,675521,5,1,3
64,432085,151843,0.351,5,2,993386,2,1,2
61,394639,27393,0.069,16,2,939458,3,0,1
37,358147,157096,0.439,22,2,218164,1,1,4
21,426621,131366,0.308,22,2,844325,4,0,3
31,417898,245767,0.588,9,1,480293,2,0,3
31,213253,31755,0.149,24,2,220148,1,1,4
33,210118,44519,0.212,18,0,924678,5,0,0
27,78219,11714,0.15,8,1,257183,0,1,3
42,167092,39821,0.238,20,0,688211,1,1,1
46,444208,181657,0.409,8,2,711761,2,0,3
32,187257,87168,0.465,3,2,501669,2,0,3
37,480558,266724,0.555,5,2,680231,3,1,3
54,142911,9650,0.068,4,1,45360,0,1,1
45,419177,60890,0.145,17,0,850316,3,0,0
59,410419,70768,0.172,8,1,44566,1,1,1
40,130678,71708,0.549,22,0,524447,5,0,0
24,235221,7917,0.034,6,1,242141,1,0,2
43,55158,6419,0.116,14,2,930124,2,1,4
52,44691,10198,0.228,19,2,118540,5,1,2
36,152040,10800,0.071,6,0,96585,5,0,0
64,412069,199310,0.484,20,0,756899,3,1,0
63,37879,18918,0.499,13,0,993939,5,0,0
35,172762,63514,0.368,26,2,986699,0,1,4
58,264972,93297,0.352,29,2,960103,1,1,3
21,415752,7525,0.018,25,1,70423,2,1,4
42,136562,64843,0.475,2,0,361590,5,1,0
35,196756,112966,0.574,11,1,209290,0,1,3
37,37628,16929,0.45,19,1,514818,4,1,2
48,423920,75050,0.177,23,2,48308,4,1,3
26,44771,24480,0.547,20,1,535929,0,1,4
29,437831,260719,0.595,28,1,756168,5,0,2
59,390903,50832,0.13,7,2,20893,5,1,1
61,108106,48145,0.445,13,0,595503,5,1,0
27,480991,189426,0.394,2,2,219885,3,0,1
45,165875,83331,0.502,30,1,671013,1,0,2
42,103521,51566,0.498,15,2,193220,5,0,3
57,262294,102444,0.391,27,0,618896,5,1,0
48,185408,96434,0.52,29,1,829122,5,1,3
57,24509,9526,0.389,22,1,691295,2,0,1
42,79289,9808,0.124,23,1,818329,5,0,1
48,350905,137086,0.391,17,2,460773,4,0,3
35,219192,9942,0.045,26,1,625635,2,1,3
54,204006,61209,0.3,18,1,85401,4,1,1
31,59819,15564,0.26,5,2,554686,4,1,3
21,453649,156105,0.344,23,0,998323,5,1,1
51,402701,116925,0.29,24,1,835677,2,0,1
46,52552,23792,0.453,2,0,707984,2,1,0
40,299429,158359,0.529,2,1,555635,3,1,1
45,247362,62714,0.254,11,0,638192,4,1,0
34,358600,47125,0.131,5,1,997463,2,0,2
29,407282,107643,0.264,15,0,246528,2,1,2
65,341391,80962,0.237,2,2,734818,4,1,0
65,73269,7439,0.102,28,0,796451,0,0,0
63,224999,34658,0.154,18,2,336802,0,1,3
61,451534,126118,0.279,5,0,438264,1,1,0
22,27721,7157,0.258,9,1,334803,5,0,1
34,302984,137280,0.453,3,1,656343,5,0,0
33,236631,101515,0.429,18,0,565538,5,1,2
35,201652,22331,0.111,5,0,272040,5,1,0
43,161336,21049,0.13,13,2,342523,4,1,3
65,434339,162079,0.373,10,2,28498,2,1,2
38,380146,41788,0.11,25,2,136715,1,1,4
65,454500,16804,0.037,12,2,925320,1,1,3
41,430420,10988,0.026,5,0,138165,4,1,0
30,42727,14399,0.337,21,0,565057,5,1,1
41,164371,33032,0.201,22,1,370209,2,1,3
46,250888,40389,0.161,7,0,572551,0,1,1
46,452426,207824,0.459,14,0,924337,5,1,0
45,403660,231468,0.573,8,2,138741,3,1,3
24,176588,40931,0.232,7,0,154944,4,1,1
36,242580,13095,0.054,30,0,270239,0,0,0
49,125373,64222,0.512,27,0,126394,1,1,2
48,468833,26045,0.056,10,1,209746,4,1,1
40,386737,211410,0.547,27,1,782476,2,1,3
59,54146,19356,0.357,6,2,136412,4,1,1
27,33997,8050,0.237,17,2,30278,5,0,3
55,149057,76899,0.516,16,2,601856,4,0,2
57,266740,72655,0.272,2,1,636778,2,1,0
25,138254,17231,0.125,19,0,866102,3,1,1
33,213949,119672,0.559,28,0,276981,2,0,1
42,349233,196101,0.562,26,1,2469,3,1,3
33,129655,62612,0.483,1,1,361741,0,0,1
30,223080,90893,0.407,6,0,643933,4,0,0
19,376286,71748,0.191,17,1,195149,2,1,3
47,243402,41444,0.17,7,0,465837,3,1,0
44,393914,169525,0.43,13,1,128013,1,0,2
38,295035,68246,0.231,30,0,801586,5,1,0
23,325583,160487,0.493,12,1,360396,3,1,3
40,86920,23540,0.271,17,0,918895,3,1,1
42,491531,165072,0.336,6,0,382617,5,1,0
44,439623,231170,0.526,3,2,354741,5,1,2
57,165244,74078,0.448,10,2,146601,2,0,2
36,479860,63235,0.132,21,0,799308,0,1,1
62,22412,7647,0.341,6,1,920842,4,0,0
61,376989,90733,0.241,9,0,675389,3,1,0
26,342754,22258,0.065,2,2,798609,3,1,2
31,41823,19182,0.459,1,0,468523,3,0,0
63,292182,110841,0.379,23,2,789870,4,1,2
45,233565,71310,0.305,6,2,88950,2,1,3
49,140934,79441,0.564,13,0,824710,5,0,0
28,329494,163024,0.495,30,1,797369,0,1,4
33,92406,26518,0.287,19,1,304783,0,0,2
30,103117,56489,0.548,26,1,916246,0,1,4
31,364330,111023,0.305,23,0,369135,2,1,2
26,271759,157392,0.579,28,0,691343,5,0,1
58,375506,86039,0.229,19,2,434100,2,0,2
43,82635,13595,0.165,20,2,536452,0,1,4
62,121678,34580,0.284,12,0,416534,3,1,0
29,224974,19444,0.086,2,1,113332,1,0,0
18,444968,37916,0.085,18,2,263277,1,1,4
19,469923,164742,0.351,27,0,314981,5,1,1
37,219714,41704,0.19,19,2,999380,4,1,3
39,62491,13495,0.216,30,0,753187,0,0,1
23,386223,112304,0.291,20,0,567540,5,1,1
22,303543,96050,0.316,1,1,115950,1,1,2
26,68577,29107,0.424,20,1,503951,4,1,3
23,167245,81408,0.487,25,2,682784,3,0,4
26,236100,129781,0.55,12,1,800005,3,0,2
32,189791,74880,0.395,17,2,75529,0,1,4
49,218402,32641,0.149,1,2,356460,3,0,1
56,26369,13544,0.514,20,2,654659,0,0,3
39,29409,16180,0.55,11,0,677095,3,1,0
22,488888,58387,0.119,28,1,471301,5,0,2
20,247351,91391,0.369,27,1,786220,0,1,3
32,134481,17988,0.134,15,2,721333,3,1,4
57,146097,10278,0.07,16,1,876821,4,1,1
52,94442,19298,0.204,2,1,51866,3,1,0
35,423160,204113,0.482,9,1,176201,3,1,2
31,444775,141832,0.319,16,1,378928,1,1,3
22,193636,38843,0.201,17,0,14433,0,1,2
60,475438,226760,0.477,7,2,645362,5,1,2
64,144018,7416,0.051,13,1,950175,1,1,1
28,140003,5207,0.037,25,2,283655,1,1,4
46,457747,66586,0.145,13,2,404013,5,1,3
22,278976,114266,0.41,23,2,149392,4,1,4
52,156474,42549,0.272,28,0,914342,1,0,0
39,294243,119159,0.405,11,1,595007,4,1,2
47,363440,75304,0.207,16,2,899980,2,1,4
62,315151,44232,0.14,1,1,748865,1,1,0
35,188964,33484,0.177,8,0,553119,5,1,0
21,174737,34205,0.196,20,2,698828,1,0,4
37,426610,105159,0.246,22,0,380261,1,1,1
28,230205,14880,0.065,16,1,874808,2,1,4
44,330213,71565,0.217,25,0,443709,0,1,1
31,431687,161328,0.374,23,1,658405,0,1,3
34,370710,103582,0.279,30,2,816055,4,0,3
29,276297,45760,0.166,26,0,778074,1,1,2
39,387244,197815,0.511,8,2,110283,0,1,4
57,362347,18000,0.05,30,1,624959,0,1,2
28,243764,42365,0.174,6,1,988049,3,1,2
32,58056,29197,0.503,11,2,497656,5,1,4
47,106315,15666,0.147,28,1,114439,2,0,2
43,408125,199530,0.489,6,2,156925,3,1,3
20,454804,34871,0.077,10,0,848716,3,1,1
60,484210,70116,0.145,15,1,335727,1,1,1
22,314016,87754,0.279,16,0,95363,3,1,1
32,309149,36475,0.118,20,1,76810,1,1,3
29,132177,44913,0.34,7,2,261731,0,0,3
54,402944,30682,0.076,22,1,870838,2,1,2
64,201680,48153,0.239,3,1,140601,3,1,0
35,399699,140655,0.352,11,2,927832,1,1,4
38,298905,147248,0.493,22,2,623738,1,1,4
23,440631,37657,0.085,10,2,17900,2,0,3
42,166050,54940,0.331,25,2,687391,5,1,3
38,460840,83385,0.181,1,0,924249,1,1,0
61,249483,112118,0.449,1,1,858783,0,0,0
26,62398,33097,0.53,10,0,769617,4,0,1
32,231650,109374,0.472,10,1,444854,5,1,2
35,51879,22018,0.424,6,2,397933,3,1,4
63,253101,140612,0.556,2,1,763961,0,1,0
43,100922,24906,0.247,3,2,64761,3,1,1
20,372160,123569,0.332,13,0,126728,5,0,0
51,361385,90016,0.249,30,2,354379,2,0,2
43,453030,90331,0.199,11,2,392623,5,0,2
64,330323,126170,0.382,7,0,54947,5,0,0
47,366336,105612,0.288,23,2,463544,2,1,4
30,431909,111212,0.257,2,0,201047,3,1,0
49,391868,50229,0.128,7,0,811700,0,1,1
47,327436,11300,0.035,27,2,156892,1,1,4
20,479246,140714,0.294,23,2,532640,4,1,4
22,167258,64085,0.383,4,1,773608,1,1,3
42,414515,63054,0.152,11,0,637340,1,1,1
59,121185,26858,0.222,26,2,396548,1,0,2
60,237493,43809,0.184,1,0,564116,5,1,0
22,495399,283100,0.571,15,0,739332,4,1,2
22,112959,38125,0.338,16,1,250180,0,0,3
52,218866,112406,0.514,3,2,778816,5,0,0
20,281870,146405,0.519,15,2,346197,5,1,4
63,369022,11137,0.03,29,2,128823,5,1,2
43,202874,99649,0.491,26,2,212269,5,1,4
30,365176,201008,0.55,25,0,916126,2,1,3
44,446551,131689,0.295,14,2,337060,3,1,3
33,111092,9965,0.09,9,0,175196,2,1,1
26,123318,19814,0.161,21,0,789805,5,1,1
28,308100,123225,0.4,12,0,568407,3,1,1
19,397296,62132,0.156,11,0,126092,4,0,0
62,428551,7602,0.018,8,1,872152,2,1,1
55,35903,16309,0.454,28,2,383522,1,1,3
39,81305,20106,0.247,14,1,29420,3,0,1
35,26846,9149,0.341,24,1,232796,5,0,2
30,265023,101080,0.381,2,1,354745,2,1,1
44,396455,71082,0.179,18,2,111693,3,1,3
25,24516,6259,0.255,2,0,876108,5,1,0
55,46365,8669,0.187,5,1,56350,4,1,0
57,375750,77585,0.206,29,1,266881,1,1,2
31,396920,224480,0.566,27,1,914015,1,1,4
47,37248,13246,0.356,1,1,864986,0,1,1
32,31164,5091,0.163,4,1,478057,2,1,2
59,24235,12509,0.516,29,2,565263,0,1,4
48,88649,49020,0.553,10,1,214483,0,1,3
56,372769,53707,0.144,20,1,742538,4,0,0
19,272514,123431,0.453,12,2,282982,2,0,4
63,273010,79233,0.29,29,1,963353,4,1,1
40,342469,95540,0.279,30,1,984364,4,0,1
62,111628,6339,0.057,29,2,63539,3,1,2
32,210000,100461,0.478,24,2,143915,3,1,4
61,249594,38301,0.153,2,2,663311,5,1,0
26,359014,119372,0.332,29,1,19369,2,1,4
35,130150,65216,0.501,18,0,804938,1,1,2
41,39789,5308,0.133,16,2,881340,3,0,3
19,116060,48959,0.422,2,2,37649,0,1,4
23,126643,71132,0.562,18,2,356001,2,1,4
61,20157,5922,0.294,23,2,977194,2,1,3
55,312391,5443,0.017,22,0,789342,1,0,0
27,427481,99499,0.233,18,0,710442,2,1,2
44,434053,80494,0.185,8,1,313249,0,1,2
18,227471,86393,0.38,8,1,32309,2,0,2
20,293724,25966,0.088,6,2,608903,0,0,3
44,403852,80306,0.199,28,1,655385,2,1,3
29,229992,108300,0.471,9,2,824841,0,1,4
31,427587,77905,0.182,24,1,660157,1,1,3
40,46831,14276,0.305,11,0,811246,2,1,1
37,238404,64389,0.27,9,0,921187,4,1,0
37,72832,36041,0.495,12,2,516391,0,1,4
25,349817,127343,0.364,11,0,54100,4,0,0
19,229330,95230,0.415,15,2,624987,2,0,4
63,205738,6702,0.033,18,2,434478,1,1,3
21,113988,13017,0.114,17,0,91529,0,1,2
30,397361,157135,0.395,23,1,417540,2,1,3
50,479412,155634,0.325,30,2,101367,1,1,3
58,30770,11309,0.368,25,2,288771,2,1,3
43,78074,22280,0.285,12,0,694473,0,1,1
21,276632,122068,0.441,21,2,764984,1,0,4
37,54531,30117,0.552,26,1,670773,1,1,3
46,80032,40385,0.505,21,2,101058,0,0,4
34,95961,33485,0.349,12,2,727118,0,1,4
19,251939,106107,0.421,2,1,345689,5,1,1
56,421790,174669,0.414,28,1,960981,2,1,2
23,105417,26880,0.255,19,2,944755,2,0,4
30,68741,18360,0.267,22,1,329083,0,0,3
22,420636,94059,0.224,6,2,817885,3,0,2
28,68162,35230,0.517,8,0,17572,3,1,1
45,86857,19810,0.228,8,0,32712,4,1,0
64,149443,69882,0.468,28,1,363798,3,1,1
35,392854,90765,0.231,29,1,509230,3,1,2
33,202713,31433,0.155,4,1,647280,5,0,1
44,343156,162042,0.472,11,0,514744,5,1,1
61,367315,173893,0.473,2,0,216006,0,1,0
26,142104,19407,0.137,1,0,269551,5,0,0
33,167052,92474,0.554,29,1,557806,1,0,3
55,97895,17855,0.182,7,0,745547,1,1,0
38,137526,42834,0.311,10,2,232125,0,1,3
61,422511,127500,0.302,14,1,367912,1,0,0
21,124152,72881,0.587,14,0,205378,2,1,2
26,409325,60189,0.147,16,0,104855,4,0,1
31,304467,23167,0.076,20,2,848419,2,1,4
58,383267,41738,0.109,19,0,818087,1,1,0
55,318059,82789,0.26,20,1,766766,5,1,1
35,246069,125804,0.511,4,2,751306,0,0,4
59,323071,168402,0.521,17,2,420067,1,1,3
32,496546,85125,0.171,20,1,165177,4,1,2
48,480278,180599,0.376,16,1,402009,5,1,2
52,334976,155738,0.465,9,1,12626,2,1,1
65,183323,57807,0.315,24,1,207791,1,0,1
20,222886,62267,0.279,18,1,134135,1,1,3
58,46484,14562,0.313,18,1,494915,4,1,1
65,471796,127838,0.271,21,2,976054,0,0,2
41,28892,16396,0.567,26,1,150461,1,1,3
28,295239,31634,0.107,16,1,961283,1,0,3
46,255919,108874,0.425,4,0,361477,1,1,1
45,73603,24350,0.331,29,1,784222,3,1,2
50,38403,15215,0.396,22,1,835151,1,0,1
47,271584,112915,0.416,17,2,975599,5,0,3
41,362080,127512,0.352,6,0,769943,4,1,0
23,278132,50301,0.181,4,0,638838,1,0,0
60,459447,76332,0.166,9,1,369945,3,1,0
37,45772,25951,0.567,28,0,891487,5,1,1
20,369465,110296,0.299,27,0,439219,5,1,1
55,263106,54790,0.208,7,2,393861,4,1,1
32,363101,64710,0.178,24,2,909371,0,1,4
36,29435,8479,0.288,18,0,485280,3,1,0
37,71382,11197,0.157,29,0,475747,5,1,1
20,328644,144787,0.441,27,1,80275,5,0,2
31,227926,48791,0.214,24,2,891971,3,1,4
63,148680,71820,0.483,29,2,169193,1,1,3
46,223247,35212,0.158,26,2,424572,3,1,3
50,321469,81003,0.252,9,0,781551,2,0,0
47,86300,25519,0.296,27,2,933679,2,1,4
21,165286,91958,0.556,11,1,473261,4,1,3
48,319044,7453,0.023,27,1,133375,5,1,2
34,70543,23556,0.334,24,0,447902,3,1,1
51,95714,29175,0.305,20,0,253061,1,1,0
