fund_category_encoded,horizon_years,risk_score,market_condition,expense_ratio,aum_category,sip_amount,age,pessimistic_return,base_return,optimistic_return
7,9,2.2,1,0.66,1,6087,49,7.98,19.84,26.67
3,3,1.2,2,1.48,0,18263,18,11.6,14.48,15.47
4,5,3.6,0,2.17,2,5772,44,8.19,10.75,19.42
2,16,4.0,2,0.44,1,5049,55,14.46,16.39,21.04
0,3,8.3,1,0.61,1,35535,45,5.63,6.4,8.18
0,28,3.8,2,0.67,1,32771,23,7.85,11.37,12.78
5,22,2.4,1,0.95,2,3236,30,12.95,23.61,28.53
4,18,8.4,1,0.36,2,35830,18,13.18,19.74,29.89
7,21,2.8,2,0.25,1,49341,47,10.83,21.37,30.9
7,26,6.1,1,2.04,1,19621,55,7.91,18.19,25.71
7,17,8.4,2,1.03,1,20186,51,10.54,21.7,31.9
1,14,8.2,0,1.6,0,8027,18,1.76,3.8,6.92
7,10,9.7,1,0.23,0,34421,52,10.16,16.72,31.44
2,12,4.2,2,1.64,0,46430,38,11.21,17.21,20.23
4,18,8.8,0,1.57,1,29867,28,7.1,15.14,25.4
4,15,2.0,2,0.14,0,11752,47,16.49,22.61,23.87
6,3,4.0,0,1.23,1,39264,34,6.84,10.59,15.92
3,8,9.0,1,1.82,1,30933,27,7.12,10.81,18.81
2,10,3.8,1,2.37,1,18262,62,9.89,11.78,15.69
2,19,1.5,0,0.71,0,17761,21,7.94,12.53,14.95
1,13,9.9,1,2.02,0,18696,38,6.1,8.04,10.75
2,20,1.3,1,0.77,0,20007,54,10.24,13.55,19.59
4,9,3.5,2,1.61,1,12902,50,16.21,17.89,25.33
5,20,10.0,1,1.56,1,22950,52,11.86,20.86,36.36
7,8,3.9,2,1.55,1,6097,58,12.84,20.68,26.72
5,9,6.0,2,1.8,1,48760,27,16.56,19.29,33.43
2,29,3.9,1,0.91,1,42053,34,12.03,12.99,19.43
7,20,6.9,2,1.09,2,5649,57,13.0,25.67,30.63
6,6,7.7,1,0.61,2,43467,31,10.82,15.36,22.72
0,26,6.6,2,0.14,1,8802,54,7.73,10.1,12.64
7,11,7.1,2,1.1,1,27760,37,9.32,19.88,36.68
0,23,8.8,1,0.85,1,45649,38,6.25,7.26,10.27
3,9,9.8,0,0.66,2,33182,53,6.48,9.21,12.48
1,16,7.9,1,0.13,2,35123,41,7.16,8.33,11.64
1,17,7.8,0,2.24,1,11409,37,2.18,4.51,6.15
1,14,9.5,0,1.67,1,48937,52,1.41,3.77,6.63
1,5,2.8,0,1.93,0,19576,19,3.32,3.99,4.56
3,11,7.1,0,1.63,1,3586,59,4.3,9.59,12.65
3,30,9.8,2,2.38,1,5793,37,9.56,15.84,19.49
0,6,2.4,2,1.66,1,15102,30,6.67,9.14,10.84
0,15,7.0,1,1.3,1,2697,48,6.49,7.81,10.25
1,9,5.1,0,0.82,2,9661,59,3.0,4.69,5.84
1,10,8.9,0,0.32,0,45954,23,3.4,3.57,8.05
2,10,9.3,1,0.69,2,27686,54,10.69,12.18,20.02
2,16,3.1,2,1.46,1,28229,41,13.43,16.2,23.43
3,19,7.5,0,0.1,1,46627,44,6.42,10.34,16.94
6,25,1.9,0,1.66,0,17467,31,6.89,11.88,16.51
0,12,1.6,0,1.48,1,24226,48,2.0,3.88,6.49
0,26,2.1,0,0.87,2,32814,30,2.15,4.17,7.17
2,10,1.2,2,1.02,2,46402,56,13.56,16.64,17.07
1,25,5.7,1,0.32,2,9422,59,7.23,10.53,11.43
2,13,7.9,1,1.32,1,31732,63,11.08,15.88,19.07
0,2,3.7,0,2.14,0,13729,65,0.97,2.62,3.05
0,23,1.4,0,1.64,0,37960,44,1.06,3.88,4.48
0,21,8.0,2,0.21,1,22483,39,8.52,9.49,12.78
0,12,1.4,1,0.95,0,9679,58,4.63,7.81,10.17
2,12,4.1,1,1.48,0,2923,34,11.35,13.48,20.14
0,18,8.3,1,2.07,0,43827,45,4.65,6.52,8.81
7,17,1.3,2,1.47,2,36616,19,13.64,17.32,34.53
7,11,5.7,1,1.61,1,18301,40,9.42,21.25,30.74
3,27,8.3,2,1.58,1,6787,51,9.75,15.86,23.0
2,15,4.3,0,1.82,1,46351,65,6.21,9.08,12.76
0,4,5.3,2,1.48,1,17926,50,7.52,8.88,10.51
1,4,3.9,0,2.32,2,40631,23,2.23,2.57,4.86
1,29,9.3,0,2.05,1,18956,51,1.86,4.71,6.62
3,13,8.0,1,2.1,1,11557,19,8.88,11.72,18.44
2,27,7.7,2,1.74,2,2267,54,13.48,15.34,22.33
5,7,7.8,1,1.37,1,13277,18,13.04,20.54,30.45
3,2,9.8,2,1.66,1,37543,63,10.13,13.12,21.27
6,29,6.5,2,2.16,2,42071,65,14.29,18.2,22.32
2,1,8.5,1,2.22,0,11183,45,8.7,11.91,18.11
3,9,6.8,2,0.9,2,16833,33,12.97,14.01,17.88
7,28,1.3,2,1.42,2,15042,53,14.41,22.77,37.67
4,12,9.1,1,1.89,1,19489,40,11.77,16.73,28.87
0,17,5.1,0,2.1,0,1537,56,0.97,2.16,5.27
1,18,4.4,0,1.32,1,654,56,2.6,5.74,7.68
1,3,9.4,0,1.14,0,25266,29,3.08,4.72,6.11
1,26,9.7,1,1.57,1,18962,39,4.7,8.92,11.43
4,28,2.5,0,0.48,2,11424,35,11.59,15.22,21.84
1,11,1.6,2,1.94,2,29283,28,7.38,11.14,13.36
2,26,3.4,2,0.92,2,45847,39,12.06,15.78,21.41
6,22,1.3,1,2.38,1,1484,18,9.89,15.93,20.59
6,26,1.7,0,1.82,2,22786,34,8.06,10.97,17.07
2,13,3.0,1,1.74,1,31647,49,11.04,15.42,15.86
4,27,1.4,0,0.69,2,42753,28,9.92,16.13,21.08
1,7,1.8,1,1.69,1,25218,60,5.29,6.37,8.37
0,10,7.4,0,1.12,0,27514,21,2.67,3.26,5.02
5,17,7.8,1,1.99,1,14832,53,11.59,19.26,35.43
3,11,8.1,0,2.1,1,18446,25,4.35,10.4,15.34
7,19,2.6,0,2.29,0,10987,61,6.42,12.81,33.6
0,2,6.1,0,2.34,2,17009,61,1.3,2.82,3.05
5,22,8.7,1,0.26,2,15316,52,11.89,22.62,29.8
3,1,5.1,0,2.37,1,11043,37,6.34,8.9,10.41
3,19,3.7,1,2.02,1,42812,46,8.7,12.73,15.23
6,28,5.1,2,0.18,1,23553,43,14.94,19.58,21.84
6,26,5.9,2,0.39,0,23161,18,12.88,18.24,22.36
3,16,7.9,1,1.58,0,29539,64,8.79,13.54,17.52
7,16,2.3,2,1.86,0,23385,55,12.66,23.61,27.87
2,8,3.0,2,1.58,2,33857,24,11.7,15.56,17.36
5,3,8.5,2,1.41,1,19284,60,11.34,21.2,31.99
4,19,7.9,1,2.44,1,42041,37,10.15,15.03,27.82
7,24,1.6,0,0.95,2,22072,46,5.52,14.6,20.79
4,28,6.7,1,1.36,1,25240,38,13.92,18.44,23.05
2,12,3.4,0,0.57,1,23349,25,8.97,10.47,16.83
4,11,6.2,0,1.85,2,27028,33,9.52,12.54,19.35
1,3,6.5,2,1.78,2,16972,51,7.37,8.64,8.99
7,11,2.8,0,2.43,2,40421,18,7.39,15.93,25.76
5,20,9.9,2,2.12,0,11549,19,11.85,23.22,36.78
1,9,4.4,0,1.04,2,28487,37,3.19,5.5,6.64
1,18,8.9,0,1.44,0,6995,59,2.99,5.4,7.9
3,28,8.5,1,0.22,1,45683,27,8.69,13.66,23.59
5,23,5.5,2,2.25,2,36944,27,12.78,26.0,30.72
6,6,7.0,0,1.99,1,17995,27,5.72,9.62,14.82
2,10,1.2,1,1.86,2,16537,22,9.71,12.93,15.11
2,1,5.4,1,1.97,1,34343,65,10.15,13.11,16.56
4,10,2.3,2,2.42,1,31568,53,16.76,17.05,24.79
1,1,4.2,0,2.42,2,26697,23,2.34,2.42,5.32
3,9,6.2,1,2.21,2,40904,65,9.54,12.23,16.57
2,2,7.9,1,1.71,0,44721,20,8.62,12.56,18.77
3,6,4.5,0,1.05,0,8527,53,4.72,7.74,14.92
5,14,2.2,0,2.48,1,20026,56,10.46,18.39,25.3
5,19,9.4,0,1.76,1,26396,40,4.91,14.16,26.58
0,24,9.8,0,1.37,2,41115,25,1.95,4.63,6.19
7,9,1.6,2,1.56,2,41416,55,10.51,23.52,25.69
7,13,5.7,2,0.15,2,40872,31,13.48,20.65,32.21
5,1,8.7,1,2.33,2,9775,53,8.41,20.11,34.56
5,13,3.2,1,2.14,1,19116,24,11.44,22.53,29.6
3,30,6.5,1,1.87,0,27468,31,9.5,13.03,17.07
1,15,7.5,1,2.39,2,36588,21,5.15,8.6,11.81
2,25,3.7,0,1.34,0,3811,49,7.63,9.93,15.61
0,1,4.0,0,1.09,1,49785,19,1.74,3.21,3.81
0,16,6.6,0,2.36,2,35751,65,1.4,3.36,5.95
7,4,1.5,0,0.36,2,34493,29,6.33,12.46,26.55
7,21,7.6,0,0.74,2,22627,24,4.72,16.93,26.61
0,5,8.0,1,0.97,0,21641,53,5.79,5.79,7.63
0,1,5.3,2,1.17,2,34102,42,7.76,8.89,10.03
1,20,2.0,0,1.56,1,17368,46,1.73,4.32,6.78
4,6,6.5,0,1.64,2,47235,35,8.75,11.25,17.15
4,27,2.3,1,0.35,1,12628,36,14.18,17.28,22.05
0,1,6.2,0,0.25,1,49399,61,1.77,2.83,4.29
4,20,8.9,2,1.33,0,45213,62,16.99,20.29,31.75
2,29,9.6,0,1.96,0,9189,49,6.48,11.92,19.56
7,28,2.1,0,0.14,1,18905,37,6.53,22.08,30.61
3,10,4.6,0,1.1,2,32347,64,4.93,10.87,11.42
0,3,5.8,1,1.14,2,29816,42,6.05,6.06,6.56
4,7,5.6,1,0.45,0,32318,62,12.36,17.07,23.0
4,23,5.6,1,0.9,1,27988,45,14.75,18.3,23.18
3,28,8.7,1,1.1,2,47784,34,7.95,14.11,20.92
3,10,6.1,2,1.28,1,41050,48,13.97,14.7,18.09
7,6,1.1,1,0.91,0,45267,18,8.64,23.08,29.78
7,15,2.6,0,0.77,1,14401,24,5.1,19.43,23.15
2,16,6.0,2,2.36,1,5234,63,12.58,16.84,20.57
1,30,8.3,1,0.49,1,26872,22,6.87,8.79,11.46
3,16,6.0,2,0.38,0,25894,53,10.82,15.54,20.37
7,13,5.2,2,0.66,2,556,39,12.11,18.48,35.02
0,24,6.7,2,2.48,1,44218,27,8.11,9.23,10.83
5,20,9.5,2,0.5,2,18382,62,13.58,28.23,44.35
6,9,5.3,1,0.77,1,25678,52,10.1,15.19,16.63
5,24,8.1,2,1.67,2,35565,33,11.8,27.05,36.01
6,7,9.5,2,1.73,1,12944,51,12.82,19.0,23.76
7,11,1.8,0,2.33,1,48524,38,3.47,12.32,28.37
2,20,9.3,2,2.36,0,43364,52,12.22,17.24,20.92
4,26,7.8,1,1.01,1,43526,31,13.88,20.4,28.9
4,10,6.6,1,1.92,2,12634,63,12.74,18.13,21.67
0,4,1.6,0,1.79,0,20234,19,0.0,1.11,2.68
3,28,2.3,2,0.19,2,45636,56,12.05,17.27,20.26
7,18,1.4,1,0.46,2,4108,48,8.31,17.46,26.4
2,11,7.3,1,1.85,2,30634,42,7.65,13.25,22.93
6,29,6.0,2,0.9,1,23104,22,15.71,19.42,22.1
1,7,9.0,1,2.25,0,37294,41,5.13,7.56,10.08
6,21,7.9,1,1.72,1,45871,53,10.81,15.35,21.37
0,24,8.9,2,0.25,1,1261,57,8.2,9.96,14.67
7,23,8.6,0,2.23,0,49147,46,4.95,12.55,24.71
7,14,8.1,2,1.66,0,20148,39,12.51,22.17,39.3
2,13,7.1,1,0.78,2,49970,58,10.07,15.5,19.97
7,21,6.2,0,2.47,0,13155,50,3.5,17.66,23.02
6,13,4.4,0,0.37,0,24326,40,6.99,12.13,15.06
5,7,9.2,1,2.08,1,25899,38,11.68,22.37,29.2
1,29,5.2,1,1.51,0,12866,52,5.68,8.19,10.09
5,3,4.1,1,1.84,0,21888,26,12.35,19.93,30.47
5,16,5.0,0,1.14,1,8082,34,10.41,16.98,28.25
4,14,7.1,0,2.41,0,30432,21,8.57,13.85,19.75
5,22,4.9,1,0.76,2,5793,55,14.07,25.9,28.58
4,3,6.1,2,0.41,2,5293,50,18.79,21.23,27.79
2,12,9.7,1,2.24,2,42989,55,10.47,12.97,20.87
0,18,7.0,1,1.48,0,33126,30,5.15,7.26,9.32
2,28,4.5,0,1.06,2,14350,30,7.63,11.96,17.6
6,1,1.9,0,0.82,0,14208,51,7.73,11.83,13.05
2,8,6.0,2,0.58,2,36348,45,12.36,16.33,19.13
6,29,3.7,0,0.52,0,3865,62,9.39,13.13,16.45
4,15,4.7,0,1.95,2,8414,60,9.49,12.19,20.24
4,3,9.8,1,0.63,1,33528,38,12.04,17.41,27.69
1,22,5.8,2,2.19,0,21900,19,7.56,9.98,12.89
7,28,9.4,0,0.23,0,41416,29,5.36,17.81,25.43
4,17,7.6,2,1.54,1,45207,37,13.83,19.76,29.67
7,23,2.9,2,0.37,0,42528,41,12.3,26.12,34.71
5,13,8.0,1,0.74,2,25101,36,12.22,26.45,28.29
4,1,1.1,0,1.29,0,41084,62,9.48,11.64,20.77
0,7,6.8,1,1.63,0,44770,61,4.58,6.17,6.53
5,30,5.7,0,0.76,2,40494,35,11.46,18.9,29.27
3,10,6.1,1,1.67,2,49695,44,7.89,11.17,16.47
3,27,9.5,0,2.28,1,32248,29,6.11,10.99,15.1
7,12,3.0,2,2.28,0,26317,45,12.5,19.1,32.34
7,25,6.5,1,1.97,1,37434,42,10.92,16.83,29.34
4,13,2.7,0,0.18,1,3935,21,10.2,12.89,23.74
1,26,2.2,0,0.42,0,4067,38,4.1,5.16,6.93
2,13,4.9,1,0.47,0,45758,49,11.88,15.36,18.23
7,14,7.1,0,0.45,0,16759,40,4.12,18.07,22.46
3,8,4.8,2,0.99,0,36791,26,12.21,14.51,20.45
6,30,5.4,2,2.5,0,41449,25,11.22,16.63,18.25
3,1,3.8,2,1.68,0,22621,50,11.4,13.43,16.59
6,22,2.4,2,0.8,1,11141,47,12.56,18.82,23.71
5,6,1.4,0,0.22,2,34934,27,9.88,19.21,25.02
4,20,2.2,2,2.11,0,19035,51,15.26,19.14,25.1
5,28,7.3,0,1.51,0,23122,30,5.73,17.74,33.51
3,11,2.7,2,0.67,0,41658,64,13.77,16.95,17.99
6,2,1.9,0,0.88,0,28043,24,8.09,11.92,14.08
5,21,7.6,2,2.38,1,41331,19,12.95,26.1,35.36
2,17,2.0,2,2.44,2,49725,55,14.36,17.86,21.17
5,26,8.7,0,0.26,2,25221,53,10.03,16.72,28.86
6,22,7.4,2,1.96,2,46088,36,12.93,18.83,23.11
7,17,6.5,0,0.49,1,8801,51,5.76,17.22,24.17
6,22,5.0,2,2.01,0,39220,47,14.42,16.99,24.64
6,1,4.1,2,0.72,1,15364,18,13.53,15.75,22.4
2,7,3.4,0,2.42,1,18358,50,5.46,7.98,11.74
4,8,8.2,2,1.9,2,49086,19,12.55,17.17,23.16
6,30,8.8,1,1.17,0,6065,53,11.55,16.45,19.37
3,17,10.0,0,1.45,2,20022,47,5.25,9.54,16.73
2,22,2.2,2,2.16,1,22986,64,11.09,16.93,20.17
5,30,8.1,2,0.85,0,14350,41,13.01,27.55,33.46
0,9,1.3,2,2.23,2,44659,25,8.13,9.23,10.03
0,18,9.0,1,0.71,1,38075,27,4.58,7.74,10.15
2,24,4.3,2,2.06,1,44415,38,11.53,16.15,21.11
0,26,2.3,0,0.77,2,7095,31,1.81,4.36,6.32
0,4,3.8,1,0.77,0,32809,18,5.03,6.42,6.76
0,18,7.9,0,1.61,0,43079,37,0.21,4.0,4.95
7,11,1.3,2,2.44,1,25530,62,10.84,21.34,25.82
7,11,1.8,2,1.42,2,24725,64,12.84,21.35,33.67
1,7,8.5,1,0.94,1,27465,39,5.38,8.16,10.59
2,28,2.0,2,1.71,2,46192,35,14.25,17.5,18.81
3,15,5.6,0,1.13,1,34484,39,6.51,11.16,14.02
2,23,9.1,2,1.74,1,12569,64,10.82,17.0,22.92
4,5,1.0,0,1.3,1,7908,24,11.14,14.55,21.58
7,19,2.8,2,1.82,1,24650,19,13.35,17.88,36.47
3,1,4.9,1,1.03,2,14360,41,8.69,12.74,13.53
2,8,3.2,2,1.68,2,23123,39,14.59,16.03,18.44
2,5,7.0,0,1.68,2,40725,40,6.95,7.84,11.27
2,14,4.5,1,1.96,0,37924,52,8.59,14.69,17.24
2,5,2.6,0,1.01,2,36225,22,7.65,8.63,13.66
3,1,2.0,1,2.47,2,44656,21,8.88,10.44,13.49
2,4,4.0,0,1.06,0,3544,61,7.13,11.98,14.47
5,18,1.4,0,1.72,0,8438,59,6.11,15.48,26.52
7,6,9.7,1,0.26,1,17263,23,9.32,18.3,31.98
6,16,9.6,0,0.34,2,2081,49,8.25,11.77,20.98
4,6,9.1,2,0.51,2,35108,42,14.93,22.57,27.5
3,18,2.4,0,0.92,2,10441,63,5.83,9.09,17.82
4,11,5.9,2,1.41,0,13637,43,15.16,20.12,29.33
1,7,9.8,1,0.81,2,8819,25,6.46,7.4,9.99
7,26,9.2,1,1.43,0,21791,50,8.69,16.56,40.29
4,30,3.9,1,0.36,0,42826,60,15.25,16.98,26.45
2,17,3.0,2,2.03,2,44588,21,12.45,17.66,22.87
4,11,7.2,0,1.82,2,43614,60,7.81,16.77,27.68
5,17,7.1,0,1.45,1,47869,48,6.59,19.77,33.53
6,4,4.0,1,0.2,2,39185,44,12.96,16.56,18.84
5,26,5.6,0,2.19,1,30019,58,5.87,16.02,26.94
1,12,7.6,1,1.81,1,10007,23,6.08,9.02,11.03
7,11,8.1,0,0.14,1,5710,24,7.78,19.76,31.22
7,7,2.3,1,1.82,1,45474,32,9.66,14.58,22.36
0,29,2.6,2,2.3,0,6871,43,6.9,8.99,10.24
6,21,4.7,1,1.08,2,7639,23,9.57,14.35,18.88
3,15,9.1,1,1.86,0,26588,65,7.52,12.14,19.92
0,1,7.2,1,1.83,2,28565,24,4.81,6.2,6.61
0,27,8.1,2,2.44,1,42073,45,6.15,9.15,11.41
6,17,3.5,0,1.41,0,21794,30,6.59,11.31,18.42
0,7,8.4,0,1.63,0,4291,34,1.36,2.07,3.27
7,28,3.6,1,2.49,2,23024,21,10.18,16.14,29.64
0,12,9.2,0,0.31,2,24746,24,2.46,4.64,6.29
3,27,4.0,2,1.8,1,7400,62,11.94,15.85,18.86
0,12,9.6,1,1.32,1,47812,36,6.11,8.64,10.17
3,25,4.2,2,1.46,0,13869,30,12.03,16.5,20.31
2,10,8.8,0,0.23,2,34209,30,5.79,9.53,16.25
3,21,8.0,1,1.98,0,21033,56,7.78,13.34,19.7
6,11,3.3,0,1.16,2,37752,43,8.27,12.08,17.58
6,7,8.2,2,0.56,2,19065,18,11.37,17.36,24.3
4,28,1.5,1,0.91,1,4774,56,13.67,21.72,22.29
6,1,9.8,2,0.18,2,44124,22,10.76,16.53,20.26
6,25,2.1,1,2.5,2,46931,51,10.02,15.7,19.62
0,8,6.1,1,0.68,1,32705,46,4.64,6.76,8.09
5,26,8.8,1,2.03,2,15837,58,8.19,19.94,30.87
3,29,4.7,0,1.74,2,24194,57,5.96,9.29,14.48
0,30,2.4,0,0.63,1,13694,25,1.68,3.31,5.79
6,29,8.7,1,1.29,2,6105,60,12.1,14.35,22.79
6,4,5.4,2,0.3,0,15160,35,14.93,18.57,19.54
7,9,3.0,0,0.31,1,26828,25,4.9,17.28,29.05
5,21,7.8,2,0.49,2,49171,48,15.45,22.89,34.36
7,16,3.3,0,2.25,0,47415,53,4.39,13.12,22.8
5,24,3.7,0,1.55,0,46941,58,6.37,16.5,29.37
4,28,9.3,0,1.67,2,47321,26,10.59,13.31,21.0
1,30,9.8,2,0.65,1,32641,30,9.05,11.97,14.62
1,17,7.3,2,1.04,1,32826,46,8.84,11.96,13.88
5,29,1.0,0,1.27,1,17644,23,9.47,17.93,24.03
0,21,7.3,1,0.85,0,39825,65,5.47,8.12,9.94
5,28,4.7,2,1.61,0,48362,21,12.4,27.77,38.62
6,30,2.2,2,0.84,2,47439,55,15.24,17.55,22.49
7,5,4.0,2,1.03,2,40384,37,14.94,20.51,31.89
3,6,4.7,1,0.75,1,47132,28,8.93,11.52,16.87
7,9,4.9,0,0.81,0,29060,45,6.5,13.63,22.44
7,28,2.0,1,1.8,0,5478,50,10.99,18.17,25.67
0,14,5.4,1,1.66,0,8685,19,4.43,6.66,8.37
4,2,4.3,2,2.32,2,35728,42,15.46,17.16,24.09
1,3,1.8,1,0.76,1,12006,34,6.13,8.02,9.0
3,25,5.7,1,1.56,2,32880,52,8.83,13.4,17.41
5,9,6.0,1,1.6,1,46354,42,8.86,26.58,26.78
6,3,8.7,1,0.96,0,42257,18,9.61,17.41,19.66
2,2,3.9,1,1.38,2,32729,20,10.07,13.3,15.74
6,7,9.0,2,0.94,0,14676,54,14.24,16.83,21.04
6,27,5.8,2,0.44,0,48766,22,15.19,19.98,24.76
1,1,5.9,2,1.59,2,31834,64,8.8,9.06,10.79
4,11,7.4,2,1.94,1,2242,42,14.42,18.36,30.43
1,5,8.5,0,0.55,0,44593,45,3.17,4.41,5.1
7,10,4.6,0,0.56,1,22747,44,4.64,13.64,17.45
1,4,2.6,0,1.03,2,49141,36,3.1,4.7,6.09
4,27,2.6,2,0.67,1,49630,43,16.97,22.37,26.67
5,19,4.0,2,0.36,0,9639,62,13.69,26.17,34.69
0,9,6.5,0,2.02,0,11391,62,1.22,2.01,4.13
4,8,6.6,1,0.87,1,32694,56,13.56,16.22,23.21
0,26,5.8,1,2.14,1,4723,46,5.65,7.14,9.28
4,17,8.9,2,2.45,1,28031,32,12.44,23.06,25.44
5,25,7.6,0,1.63,2,15555,25,5.45,17.17,26.25
7,11,9.7,1,0.16,0,13619,46,8.14,16.61,34.26
3,9,1.2,0,0.66,2,22153,41,6.51,10.19,12.17
5,14,1.5,0,1.9,1,11593,63,7.37,21.47,25.61
2,4,6.9,2,1.94,1,37710,34,12.54,17.95,18.53
7,28,9.3,0,1.81,0,9908,28,4.41,13.72,27.53
3,26,2.5,0,1.71,0,7137,50,5.72,10.31,13.64
3,10,9.5,1,0.2,2,31394,18,8.9,14.51,18.12
3,26,6.4,1,2.22,0,1297,35,9.89,11.79,15.85
0,15,9.2,1,2.24,0,17458,46,4.86,6.83,8.92
5,1,9.1,1,0.7,0,1464,40,12.25,25.28,34.71
1,1,9.0,0,0.29,2,46280,36,3.43,4.47,4.88
1,30,3.7,1,2.37,2,49056,64,4.99,6.86,10.86
5,15,4.9,2,0.46,1,15870,56,14.42,22.36,33.69
5,28,4.7,0,1.29,1,16630,58,9.27,18.46,32.22
4,24,4.7,1,1.38,1,41501,50,14.61,21.99,25.76
6,24,3.6,0,0.66,2,18442,28,7.67,10.88,17.01
6,6,8.1,2,0.39,0,3766,19,11.33,17.69,23.7
5,19,2.6,0,0.89,2,9394,47,7.39,15.3,25.82
4,7,5.7,2,0.39,0,3436,42,16.45,19.46,29.07
4,29,8.8,0,1.01,1,34803,35,9.24,16.5,23.9
3,7,8.4,2,0.5,1,39895,33,11.96,13.89,24.02
4,5,4.6,1,0.64,0,39438,44,12.74,16.2,23.12
7,23,7.0,1,1.8,2,9215,63,7.97,21.05,26.58
5,3,7.5,2,0.62,2,27268,29,14.55,22.46,35.93
0,1,9.9,2,1.1,1,11309,55,7.82,8.01,9.55
0,5,5.0,2,1.66,2,20853,62,6.76,8.1,8.15
7,26,9.3,0,0.25,2,27813,42,4.36,14.14,22.2
4,8,3.4,0,1.2,2,17367,23,9.64,13.11,19.38
6,6,7.1,1,1.15,1,14474,49,10.5,14.21,19.03
3,12,4.2,1,1.59,1,18074,29,9.36,13.38,17.16
2,5,5.4,0,0.94,0,2146,25,8.0,8.94,12.63
1,3,4.0,0,1.84,0,983,21,1.58,2.21,2.94
5,15,9.9,1,1.94,2,36683,50,7.26,18.82,29.71
1,8,8.6,0,1.47,1,19959,61,2.28,4.3,6.85
7,1,3.4,1,0.45,2,27269,33,8.61,21.13,22.18
0,10,8.0,2,1.4,1,8291,55,7.85,8.86,10.84
0,4,4.5,1,2.33,1,5879,19,5.16,6.04,6.5
7,5,8.1,2,1.26,1,29071,65,10.26,23.71,35.97
0,9,9.1,1,2.38,0,16277,36,4.55,6.0,7.55
3,9,1.3,0,1.68,1,32067,63,5.32,8.19,13.88
6,25,7.9,2,0.46,2,39371,42,12.6,17.0,21.92
3,30,2.6,0,1.69,0,21698,29,5.88,9.2,15.6
2,19,1.0,2,2.3,1,28933,29,12.83,17.58,20.39
5,10,2.2,1,0.98,2,35111,27,11.88,22.8,30.7
7,1,6.5,2,1.53,2,26544,48,9.13,20.1,27.9
5,29,7.2,0,0.64,2,39211,44,8.69,19.81,34.55
1,25,1.8,0,1.74,0,20994,65,3.04,5.63,6.22
7,21,2.3,1,1.65,0,44281,35,11.07,19.56,30.72
6,23,8.4,2,0.76,1,40205,62,11.1,20.35,28.09
2,9,6.4,2,0.79,0,11485,45,13.91,15.17,19.32
5,29,1.4,2,0.12,2,12529,65,15.54,25.67,33.05
5,29,5.4,0,1.91,2,49260,58,8.14,17.37,24.21
3,16,4.6,0,0.51,2,19418,49,6.53,9.86,13.31
0,8,4.6,1,2.4,0,2911,53,4.52,6.26,7.07
3,13,7.0,0,0.79,2,34387,56,6.91,10.08,16.9
2,6,9.1,1,1.49,0,20666,22,11.67,12.18,17.9
5,2,5.9,1,1.31,0,17338,27,12.57,23.62,26.95
3,13,3.6,1,0.61,1,8856,62,10.33,14.42,19.32
2,13,3.6,0,0.54,1,31895,48,7.62,11.59,17.57
3,26,5.2,2,0.96,1,1816,48,12.55,17.14,18.7
4,28,9.4,1,0.24,1,45701,63,11.3,22.06,24.66
6,22,9.1,2,1.98,0,32355,32,11.31,19.81,22.81
6,18,8.3,0,1.29,0,35875,50,7.78,12.61,18.47
1,20,3.7,0,1.72,1,16079,32,2.03,4.22,7.29
7,19,2.1,1,1.39,2,31398,54,9.78,20.06,31.04
1,9,6.9,2,2.29,1,40101,62,7.68,9.9,11.31
6,3,9.7,0,2.5,2,39980,57,6.42,9.45,13.46
0,2,2.6,0,1.24,2,14468,36,2.0,3.07,4.07
2,5,9.4,0,0.82,0,49151,58,5.98,9.7,15.62
7,21,1.1,2,1.0,1,37631,47,10.6,20.08,28.52
4,13,5.9,2,0.45,0,2130,33,15.81,21.25,32.58
3,3,2.6,2,2.48,2,12207,59,11.75,15.58,16.66
3,7,9.3,1,1.04,0,33410,49,9.72,14.4,21.82
0,22,8.5,2,0.48,2,11914,22,8.51,11.39,13.92
5,6,9.9,1,0.79,0,43133,58,8.5,19.89,32.45
0,25,4.6,1,0.9,0,22029,64,5.44,9.34,9.88
7,19,7.2,0,2.28,1,34063,45,6.56,15.39,28.92
6,28,3.8,0,2.29,1,38193,57,7.54,11.88,14.54
4,23,4.5,2,1.52,2,40375,56,16.11,21.06,28.84
7,7,1.4,0,2.27,1,26699,58,7.27,10.66,19.69
0,29,4.1,1,1.36,2,27967,46,5.58,7.53,10.31
1,4,3.0,2,1.97,2,4459,22,8.47,9.06,10.29
7,7,8.8,0,0.16,2,29276,64,3.79,16.51,29.14
2,6,9.8,0,0.87,0,1645,30,7.12,8.99,17.41
4,21,1.1,0,0.27,1,31592,25,8.28,18.96,20.95
6,11,6.4,0,0.89,2,30075,34,8.59,12.76,17.54
2,17,1.1,2,1.55,2,42039,35,11.96,14.65,20.39
4,5,7.0,0,0.49,2,14082,63,9.21,14.46,17.64
6,22,3.1,2,0.84,1,14918,45,13.96,18.64,23.17
4,6,3.4,2,1.65,2,6224,32,17.97,21.45,22.42
3,27,5.5,0,1.79,0,32570,37,6.66,9.56,13.98
7,9,1.3,1,1.51,2,30152,32,8.32,17.1,23.86
7,2,2.4,0,2.47,1,35367,19,6.56,13.55,20.32
